Identifier,Tag_Name
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},district-of-columbia
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},environment
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},environmental-media-topics
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},epcra
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},epcra-313
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},facilities
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},facility
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},federal-facilities
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},fl
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},florida
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},form-a
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},form-r
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},ga
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},georgia
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},gu
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},guam
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},hawaii
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},hazardous
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},hazardous-waste
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},hi
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},ia
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},id
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},idaho
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},il
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},illinois
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},in
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},indiana
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},industries
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},industry
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},iowa
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},kansas
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},kentucky
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},ks
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},ky
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},la
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},louisiana
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},ma
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},maine
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},mariana-islands
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},maryland
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},massachusetts
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},md
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},me
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},mi
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},michigan
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},minnesota
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},mississippi
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},missouri
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},mn
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},mo
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},montana
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},mp
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},ms
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},mt
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},naics
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},nc
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},nd
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},ne
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},nebraska
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},nevada
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},new-hampshire
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},new-jersey
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},new-mexico
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},new-york
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},nh
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},nj
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},nm
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},north-carolina
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},north-dakota
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},nv
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},ny
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},oh
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},ohio
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},ok
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},oklahoma
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},or
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},oregon
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},pa
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},pbt
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},pennsylvania
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},pollution-prevention
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},pr
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},puerto-rico
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},rhode-island
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},ri
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},right-to-know
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},sc
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},sd
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},section-313
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},source-reduction
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},south-carolina
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},south-dakota
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},substances
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},tennessee
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},texas
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},tn
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},toxic
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},toxic-chemical-rele...
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},toxic-chemicals-rel...
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},toxic-release
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},toxic-release-inventory
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},toxics
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},toxics-release
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},toxics-release-inventory
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},tri
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},tri-data
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},tri-preliminary-data
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},tri-report
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},tri-reporting
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},tri-state-data
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},tx
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},united-states
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},ut
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},utah
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},va
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},vermont
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},vi
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},virgin-islands
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},virginia
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},vt
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},wa
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},washington
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},washington-dc
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},waste-management
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},wastes
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},water
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},west-virginia
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},wi
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},wisconsin
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},wv
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},wy
{4D3DBFDD-DA71-4214-9440-2EEA579F69FB},wyoming
{76189EF6-FB4F-4292-8970-9AB534088D93},environment
{76189EF6-FB4F-4292-8970-9AB534088D93},epa
{801C993D-B195-4B7A-97B6-17B299ED1E95},contaminants
{801C993D-B195-4B7A-97B6-17B299ED1E95},drinking-water
{801C993D-B195-4B7A-97B6-17B299ED1E95},environment
{801C993D-B195-4B7A-97B6-17B299ED1E95},health
{801C993D-B195-4B7A-97B6-17B299ED1E95},human-health
{801C993D-B195-4B7A-97B6-17B299ED1E95},mcl
{801C993D-B195-4B7A-97B6-17B299ED1E95},pollution
{801C993D-B195-4B7A-97B6-17B299ED1E95},public-water-systems
{801C993D-B195-4B7A-97B6-17B299ED1E95},sdwa
{801C993D-B195-4B7A-97B6-17B299ED1E95},united-states
{B4829C41-1361-41A4-A24C-DC40305DC71B},discharges
{B4829C41-1361-41A4-A24C-DC40305DC71B},environment
{B4829C41-1361-41A4-A24C-DC40305DC71B},npdes
{B4829C41-1361-41A4-A24C-DC40305DC71B},permits
{B4829C41-1361-41A4-A24C-DC40305DC71B},united-states
{B4829C41-1361-41A4-A24C-DC40305DC71B},vessels
{B4829C41-1361-41A4-A24C-DC40305DC71B},vgp
{C5E1E678-1B6B-40FF-B8DC-A89938FB4814},compliance-enforcement
{C5E1E678-1B6B-40FF-B8DC-A89938FB4814},datafinder
{C5E1E678-1B6B-40FF-B8DC-A89938FB4814},drinking-water
{C5E1E678-1B6B-40FF-B8DC-A89938FB4814},environment
{C5E1E678-1B6B-40FF-B8DC-A89938FB4814},environmental-media-topics
{C5E1E678-1B6B-40FF-B8DC-A89938FB4814},regulatory-industri...
{C5E1E678-1B6B-40FF-B8DC-A89938FB4814},sample
{C5E1E678-1B6B-40FF-B8DC-A89938FB4814},united-states
{C5E1E678-1B6B-40FF-B8DC-A89938FB4814},water
{EC131FBC-B7D8-4AAD-A061-E9060FD25E50},environment
{EC131FBC-B7D8-4AAD-A061-E9060FD25E50},sample
{EC131FBC-B7D8-4AAD-A061-E9060FD25E50},united-states
000-000-066,artificial-intelligence
000-000-066,development
000-000-066,national
000-000-066,nitrd
000-000-066,nitrd-program
000-000-066,plan
000-000-066,research
000-000-066,strategic
000-000-101,artificial-intelligence
000-000-101,cybersecurity
0092c8d5-8288-4bee-bc3d-095837618d15,0ee4621b-38be-46bb-...
0092c8d5-8288-4bee-bc3d-095837618d15,common-core-of-data-ccd
0092c8d5-8288-4bee-bc3d-095837618d15,public-school-districts
0092c8d5-8288-4bee-bc3d-095837618d15,public-school-students
0092c8d5-8288-4bee-bc3d-095837618d15,public-school-teachers
0092c8d5-8288-4bee-bc3d-095837618d15,public-schools
0119d133-42ef-4c4e-b5d1-dd56e1ac40c9,civil-rights
0119d133-42ef-4c4e-b5d1-dd56e1ac40c9,crdc
0119d133-42ef-4c4e-b5d1-dd56e1ac40c9,ocr
015-BFS-2014Q1-04,exchange-rates-fore...
015-BFS-2014Q3-041,net-cost
015-BFS-2014Q3-065,debt-daily-public-d...
015-BFS-2014Q3-071,debt-public-debt-go...
015-BFS-2014Q3-106,treasury-account-sy...
015-BFS-2015Q3-002,federal-contracts-c...
015-DO-020,daily-yield-curve
015-DO-020,interest
015-DO-020,interest-rates
015-DO-020,rates
015-DO-020,real-yield-curve
015-DO-020,statistics
015-DO-020,yield
015-DO-020,yield-curve
015-DO-036,10-year
015-DO-036,20-year
015-DO-036,30-year
015-DO-036,5-year
015-DO-036,7-year
015-DO-036,constant-maturity
015-DO-036,curve-rates
015-DO-036,fixed-maturity
015-DO-036,r-cmts
015-DO-036,real-yield
015-DO-036,tips
015-DO-129,capital-access
015-DO-129,collateral-support
015-DO-129,community-development
015-DO-129,credit
015-DO-129,credit-support
015-DO-129,equity
015-DO-129,finance
015-DO-129,initiative
015-DO-129,investing
015-DO-129,lending
015-DO-129,loan-guarantee
015-DO-129,loan-participation
015-DO-129,small-business
015-DO-129,state
015-DO-129,venture-capital
015-DO-131,cons-list
015-DO-131,consolidated-list
015-DO-131,non-sdn-list
015-DO-131,non-sdn-sanctions-list
015-DO-131,ofac
015-DO-131,ofac-list
015-DO-131,office-of-foreign-a...
015-DO-131,sanctions-list
015-DO-131,the-consolidated-list
015-DO-131,the-consolidated-sa...
015-DO-131,the-non-sdn-list
015-FinCEN-006,fincen
015-FinCEN-006,money-services-busi...
015-FinCEN-006,msb-registrant
015-IRS-SOI-MIGRATION,county-to-county
015-IRS-SOI-MIGRATION,inflow
015-IRS-SOI-MIGRATION,irs
015-IRS-SOI-MIGRATION,migration
015-IRS-SOI-MIGRATION,mover
015-IRS-SOI-MIGRATION,nonmigrant
015-IRS-SOI-MIGRATION,outflow
015-IRS-SOI-MIGRATION,population
015-IRS-SOI-MIGRATION,soi
015-IRS-SOI-MIGRATION,state-to-state
015-IRS-SOI-MIGRATION,statistics-of-income
015-IRS-SOI-ZIPCODE,form-1040
015-IRS-SOI-ZIPCODE,income-tax
015-IRS-SOI-ZIPCODE,irs
015-IRS-SOI-ZIPCODE,soi
015-IRS-SOI-ZIPCODE,state
015-IRS-SOI-ZIPCODE,statistics-of-income
015-IRS-SOI-ZIPCODE,zip-code
015-IRS-TEGE-TEOS,automatic-revocation-list
015-IRS-TEGE-TEOS,charitable-contributions
015-IRS-TEGE-TEOS,charities
015-IRS-TEGE-TEOS,form-990
015-IRS-TEGE-TEOS,irs
015-IRS-TEGE-TEOS,nonprofits
015-IRS-TEGE-TEOS,pub-78-data
015-IRS-TEGE-TEOS,tax-exempt-organiza...
015-IRS-TEGE-TEOS,tax-exempt-organizations
015-IRS-TEGE-TEOS,teos
015-TTB-55,alcohol-beverage
015-TTB-55,alfd
015-TTB-55,certificate-of-labe...
015-TTB-55,cola-public-registry
015-TTB-55,colas-online
015-TTB-55,foia
015-TTB-55,labels
015-TTB-55,ttb
015-TTB-55,ttb-f-5100-31
015-TTB-8,ava
015-TTB-8,geospatial
015-TTB-8,gis
015-TTB-8,map
015-TTB-8,viticultural
015-TTB-8,wine
015-USMint-0005,audited-financial-s...
015-USMint-0005,bullion-sales
015-USMint-0005,circulating-coin-sales
015-USMint-0005,mda
015-USMint-0005,numismatic-sales
015-USMint-0005,program-overview
0192864F-9853-4192-96DE-00ED84376BA1,air-pollution
0192864F-9853-4192-96DE-00ED84376BA1,air-quality
0192864F-9853-4192-96DE-00ED84376BA1,clean-air-trends
0192864F-9853-4192-96DE-00ED84376BA1,environment
0192864F-9853-4192-96DE-00ED84376BA1,epa
0192864F-9853-4192-96DE-00ED84376BA1,federal-data-download
0192864F-9853-4192-96DE-00ED84376BA1,federal-datasets
0192864F-9853-4192-96DE-00ED84376BA1,monitoring-air
0192864F-9853-4192-96DE-00ED84376BA1,oxygen
0192864F-9853-4192-96DE-00ED84376BA1,ozone
0192864F-9853-4192-96DE-00ED84376BA1,ozone-concentration
0192864F-9853-4192-96DE-00ED84376BA1,public-health
0192864F-9853-4192-96DE-00ED84376BA1,respiratory
0192864F-9853-4192-96DE-00ED84376BA1,united-states
03647099-0227-4a9c-9465-4fd36c911be8,ocr
0422ecac-dd7d-4614-b8c8-6305aba23e1b,0ee4621b-38be-46bb-...
0422ecac-dd7d-4614-b8c8-6305aba23e1b,ccd
0422ecac-dd7d-4614-b8c8-6305aba23e1b,common-core-of-data
0422ecac-dd7d-4614-b8c8-6305aba23e1b,edge
0422ecac-dd7d-4614-b8c8-6305aba23e1b,education-demograph...
0422ecac-dd7d-4614-b8c8-6305aba23e1b,national-center-for...
0422ecac-dd7d-4614-b8c8-6305aba23e1b,nces
0422ecac-dd7d-4614-b8c8-6305aba23e1b,public-schools
0422ecac-dd7d-4614-b8c8-6305aba23e1b,school-district-boundaries
0422ecac-dd7d-4614-b8c8-6305aba23e1b,u-s-census-bureau
0422ecac-dd7d-4614-b8c8-6305aba23e1b,united-states
0422ecac-dd7d-4614-b8c8-6305aba23e1b,us-census-bureau
0442ba45-4990-4310-9989-f114758fd567,ocr
046e5b6a-0f90-4f8e-8c16-14057fd8872e,_etl
046e5b6a-0f90-4f8e-8c16-14057fd8872e,arrests
046e5b6a-0f90-4f8e-8c16-14057fd8872e,blotter
046e5b6a-0f90-4f8e-8c16-14057fd8872e,crimes
046e5b6a-0f90-4f8e-8c16-14057fd8872e,incidents
046e5b6a-0f90-4f8e-8c16-14057fd8872e,police
046e5b6a-0f90-4f8e-8c16-14057fd8872e,public-safety
04a2db3c-68e4-4ad7-b22c-40a6d9677065,california-departme...
04a2db3c-68e4-4ad7-b22c-40a6d9677065,food-affordability
04a2db3c-68e4-4ad7-b22c-40a6d9677065,food-security
04a2db3c-68e4-4ad7-b22c-40a6d9677065,hci
04a2db3c-68e4-4ad7-b22c-40a6d9677065,health-community-indicator
04a2db3c-68e4-4ad7-b22c-40a6d9677065,healthy-community-indicator
04a2db3c-68e4-4ad7-b22c-40a6d9677065,social-determinants...
04e9d91e-31fe-4557-b924-fbe3775dcb8f,b155e7a9-48f7-4edd-...
04e9d91e-31fe-4557-b924-fbe3775dcb8f,data-products
04e9d91e-31fe-4557-b924-fbe3775dcb8f,individuals-with-di...
04e9d91e-31fe-4557-b924-fbe3775dcb8f,performance
04e9d91e-31fe-4557-b924-fbe3775dcb8f,section-618
04e9d91e-31fe-4557-b924-fbe3775dcb8f,special-education
04e9d91e-31fe-4557-b924-fbe3775dcb8f,static-tables
05767852-2EF9-47E8-A89B-0A4799D9896D,air
05767852-2EF9-47E8-A89B-0A4799D9896D,air-pollutants
05767852-2EF9-47E8-A89B-0A4799D9896D,analysis-technology
05767852-2EF9-47E8-A89B-0A4799D9896D,climate-change
05767852-2EF9-47E8-A89B-0A4799D9896D,environment
05767852-2EF9-47E8-A89B-0A4799D9896D,environmental-media-topics
05767852-2EF9-47E8-A89B-0A4799D9896D,pollutants-contaminants
05767852-2EF9-47E8-A89B-0A4799D9896D,pollution-prevention
05767852-2EF9-47E8-A89B-0A4799D9896D,research
05767852-2EF9-47E8-A89B-0A4799D9896D,research-analysis
05767852-2EF9-47E8-A89B-0A4799D9896D,substances
05767852-2EF9-47E8-A89B-0A4799D9896D,united-states
08590a2d-7630-4de3-b0f7-19b111edf82c,alos
08590a2d-7630-4de3-b0f7-19b111edf82c,assets
08590a2d-7630-4de3-b0f7-19b111edf82c,average-length-of-stay
08590a2d-7630-4de3-b0f7-19b111edf82c,beds
08590a2d-7630-4de3-b0f7-19b111edf82c,cost-center
08590a2d-7630-4de3-b0f7-19b111edf82c,department-of-healt...
08590a2d-7630-4de3-b0f7-19b111edf82c,discharges
08590a2d-7630-4de3-b0f7-19b111edf82c,discharges-by-payer-source
08590a2d-7630-4de3-b0f7-19b111edf82c,equity
08590a2d-7630-4de3-b0f7-19b111edf82c,expenses
08590a2d-7630-4de3-b0f7-19b111edf82c,financial-ratios
08590a2d-7630-4de3-b0f7-19b111edf82c,fte
08590a2d-7630-4de3-b0f7-19b111edf82c,hospital
08590a2d-7630-4de3-b0f7-19b111edf82c,income-statement
08590a2d-7630-4de3-b0f7-19b111edf82c,labor
08590a2d-7630-4de3-b0f7-19b111edf82c,liabilities
08590a2d-7630-4de3-b0f7-19b111edf82c,net-income
08590a2d-7630-4de3-b0f7-19b111edf82c,ogi
08590a2d-7630-4de3-b0f7-19b111edf82c,per-adjusted-patient-day
08590a2d-7630-4de3-b0f7-19b111edf82c,productive-hours
08590a2d-7630-4de3-b0f7-19b111edf82c,revenue
08590a2d-7630-4de3-b0f7-19b111edf82c,uncompensated-care-costs
0874aa05-9672-47a3-a230-95c755871e8e,30-day-readmission-rate
0874aa05-9672-47a3-a230-95c755871e8e,age
0874aa05-9672-47a3-a230-95c755871e8e,asian
0874aa05-9672-47a3-a230-95c755871e8e,asianpi
0874aa05-9672-47a3-a230-95c755871e8e,black
0874aa05-9672-47a3-a230-95c755871e8e,department-of-healt...
0874aa05-9672-47a3-a230-95c755871e8e,expected-payer
0874aa05-9672-47a3-a230-95c755871e8e,female
0874aa05-9672-47a3-a230-95c755871e8e,gender
0874aa05-9672-47a3-a230-95c755871e8e,healthcare
0874aa05-9672-47a3-a230-95c755871e8e,healthcare-quality
0874aa05-9672-47a3-a230-95c755871e8e,hispanic
0874aa05-9672-47a3-a230-95c755871e8e,hospital-admission-...
0874aa05-9672-47a3-a230-95c755871e8e,hospital-quality
0874aa05-9672-47a3-a230-95c755871e8e,inpatient
0874aa05-9672-47a3-a230-95c755871e8e,insurance
0874aa05-9672-47a3-a230-95c755871e8e,lets-get-healthy-california
0874aa05-9672-47a3-a230-95c755871e8e,lghc
0874aa05-9672-47a3-a230-95c755871e8e,male
0874aa05-9672-47a3-a230-95c755871e8e,measures
0874aa05-9672-47a3-a230-95c755871e8e,medi-cal
0874aa05-9672-47a3-a230-95c755871e8e,medicaid
0874aa05-9672-47a3-a230-95c755871e8e,medicare
0874aa05-9672-47a3-a230-95c755871e8e,native-american
0874aa05-9672-47a3-a230-95c755871e8e,outcome
0874aa05-9672-47a3-a230-95c755871e8e,patient
0874aa05-9672-47a3-a230-95c755871e8e,patient-readmission
0874aa05-9672-47a3-a230-95c755871e8e,private-insurance
0874aa05-9672-47a3-a230-95c755871e8e,race
0874aa05-9672-47a3-a230-95c755871e8e,readmission
0874aa05-9672-47a3-a230-95c755871e8e,self-pay
0874aa05-9672-47a3-a230-95c755871e8e,white
08beda72-e188-45ce-addc-f14b242decb6,california-energy-c...
08beda72-e188-45ce-addc-f14b242decb6,california-natural-...
08beda72-e188-45ce-addc-f14b242decb6,energy-infrastructure
08beda72-e188-45ce-addc-f14b242decb6,landcover
08beda72-e188-45ce-addc-f14b242decb6,sb100
08beda72-e188-45ce-addc-f14b242decb6,solar
08d3f21c-6ab7-4f78-9590-54eb07ee6670,health-care-providers
08d3f21c-6ab7-4f78-9590-54eb07ee6670,help
08d3f21c-6ab7-4f78-9590-54eb07ee6670,locator
08d3f21c-6ab7-4f78-9590-54eb07ee6670,mental-health-treat...
08d3f21c-6ab7-4f78-9590-54eb07ee6670,provider
08d3f21c-6ab7-4f78-9590-54eb07ee6670,psychatrist
08d3f21c-6ab7-4f78-9590-54eb07ee6670,psychologist
08d3f21c-6ab7-4f78-9590-54eb07ee6670,safety
08d3f21c-6ab7-4f78-9590-54eb07ee6670,sexual-assault
08d3f21c-6ab7-4f78-9590-54eb07ee6670,substance-abuse-bup...
08d3f21c-6ab7-4f78-9590-54eb07ee6670,suicide-prevention
08d3f21c-6ab7-4f78-9590-54eb07ee6670,therapy
08d3f21c-6ab7-4f78-9590-54eb07ee6670,treatments
09e6319e-cf48-435c-8978-6592a3ac3f75,ocr
0a53acaf-5ec2-47ba-8867-a7de9d9c5e25,b155e7a9-48f7-4edd-...
0a53acaf-5ec2-47ba-8867-a7de9d9c5e25,data-products
0a53acaf-5ec2-47ba-8867-a7de9d9c5e25,individuals-with-di...
0a53acaf-5ec2-47ba-8867-a7de9d9c5e25,state-level-data-files
0ad65fe5-3ad3-5d79-a3f9-7893ded7963a,drug-products
0ad65fe5-3ad3-5d79-a3f9-7893ded7963a,drug-rebate-program
